HP:0000002	Abnormality of body height	height|abnorm|bodi
HP:0000678	Dental crowding	dental|crowd
HP:0000679	Taurodontia	taurodontia
HP:0000680	Delayed eruption of primary teeth	erupt|delay|primari|teeth
HP:0000682	Abnormality of dental enamel	dental|enamel|abnorm
HP:0000683	Grayish enamel	enamel|grayish
HP:0000684	Delayed eruption of teeth	erupt|delay|teeth
HP:0000685	Hypoplasia of teeth	hypoplasia|teeth
HP:0000687	Widely spaced teeth	wide|space|teeth
HP:0000689	Dental malocclusion	dental|malocclus
HP:0000690	Agenesis of maxillary lateral incisor	later|agenesi|incisor|maxillari
HP:0000691	Microdontia	microdontia
HP:0000692	Misalignment of teeth	teeth|misalign
HP:0000694	Shell teeth	teeth|shell
HP:0000695	Natal tooth	natal|tooth
HP:0000696	Delayed eruption of permanent teeth	perman|erupt|delay|teeth
HP:0000698	Conical tooth	conic|tooth
HP:0000699	Diastema	diastema
HP:0000700	Periapical radiolucency	radioluc|periap
HP:0000703	Dentinogenesis imperfecta	dentinogenesi|imperfecta
HP:0000704	Periodontitis	periodontitis
HP:0000705	Amelogenesis imperfecta	imperfecta|amelogenesi
HP:0000706	Unerupted tooth	unerupt|tooth
HP:0000707	Abnormality of the nervous system	nervous|system|abnorm
HP:0000708	Behavioral abnormality	abnorm|behavior
HP:0000709	Psychosis	psychosis
HP:0000710	Hyperorality	hyperorality
HP:0000711	Restlessness	restlessness
HP:0000712	Emotional lability	labil|emot
HP:0000713	Agitation	agitation
HP:0000716	Depression	depression
HP:0000717	Autism	autism
HP:0000718	Aggressive behavior	behavior|aggress
HP:0000719	Inappropriate behavior	behavior|inappropri
HP:0000720	Mood swings	mood|swing
HP:0000721	Lack of spontaneous play	spontan|lack|play
HP:0000722	Obsessive-compulsive behavior	obsessive-compuls|behavior
HP:0000723	Restrictive behavior	restrict|behavior
HP:0000725	Psychotic episodes	episod|psychot
HP:0000726	Dementia	dementia
HP:0000727	Frontal lobe dementia	frontal|lobe|dementia
HP:0000728	Impaired ability to form peer relationships	impair|peer|abil|relationship|form
HP:0000729	Autistic behavior	autist|behavior
HP:0000732	Inflexible adherence to routines or rituals	inflex|ritual|adher|routin
HP:0000733	Stereotypic behavior	stereotyp|behavior
HP:0000734	Disinhibition	disinhibition
HP:0000735	Impaired social interactions	impair|social|interact
HP:0000736	Short attention span	short|span|attent
HP:0000737	Irritability	irritability
HP:0000738	Hallucinations	hallucinations
HP:0000739	Anxiety	anxiety
HP:0000740	Anxiety (with pheochromocytoma)	anxieti|pheochromocytoma
HP:0000741	Apathy	apathy
HP:0000742	Self-mutilation	self-mutilation
HP:0000743	Frontal release signs	releas|frontal|sign
HP:0000744	Low frustration tolerance	toler|low|frustrat
HP:0000745	Diminished motivation	diminish|motiv
HP:0000746	Delusions	delusions
HP:0000748	Inappropriate laughter	laughter|inappropri
HP:0000749	Paroxysmal bursts of laughter	laughter|burst|paroxysm
HP:0000750	Delayed speech and language development	speech|delay|develop|languag
HP:0000751	Personality changes	#person|#chang
HP:0000752	Hyperactivity	hyperactivity
HP:0000753	Autism with high cognitive abilities	high|cognit|abil|autism
HP:0000756	Agoraphobia	agoraphobia
HP:0000757	Lack of insight	lack|insight
HP:0000758	Impaired use of nonverbal behaviors	impair|nonverb|behavior
HP:0000759	Abnormality of the peripheral nervous system	peripher|nervous|system|abnorm
HP:0000762	Decreased nerve conduction velocity	decreas|conduct|veloc|nerv
HP:0000763	Sensory neuropathy	neuropathi|sensori
HP:0000764	Peripheral axonal degeneration	peripher|axon|degener
HP:0000765	Abnormality of the thorax	thorax|abnorm
HP:0000766	Abnormality of the sternum	abnorm|sternum
HP:0000767	Pectus excavatum	pectus|excavatum
HP:0000768	Pectus carinatum	pectus|carinatum
HP:0000769	Abnormality of the breast	breast|abnorm
HP:0000771	Gynecomastia	gynecomastia
HP:0000772	Abnormality of the ribs	abnorm|rib
HP:0000773	Short ribs	short|rib
HP:0000774	Narrow chest	chest|narrow
HP:0000775	Abnormality of the diaphragm	abnorm|diaphragm
HP:0000776	Congenital diaphragmatic hernia	congenit|hernia|diaphragmat
HP:0000777	Abnormality of the thymus	thymus|abnorm
HP:0000778	Hypoplasia of the thymus	thymus|hypoplasia
HP:0000782	Abnormality of the scapula	scapula|abnorm
HP:0000786	Primary amenorrhea	primari|amenorrhea
HP:0000787	Nephrolithiasis	nephrolithiasis
HP:0000789	Infertility	infertility
HP:0000790	Hematuria	hematuria
HP:0000791	Uric acid nephrolithiasis	acid|uric|nephrolithiasi
HP:0000793	Membranoproliferative glomerulonephritis	glomerulonephr|membranoprolif
HP:0000794	IgA deposition in the glomerulus	deposit|iga|glomerulus
HP:0000795	Abnormality of the urethra	abnorm|urethra
HP:0000796	Urethral obstruction	urethr|obstruct
HP:0000798	Oligospermia	oligospermia
HP:0000799	Renal steatosis	renal|steatosi
HP:0000800	Cystic renal dysplasia	renal|cystic|dysplasia
HP:0000802	Impotence	impotence
HP:0000803	Renal cortical cysts	renal|cyst|cortic
HP:0000804	Xanthine nephrolithiasis	xanthin|nephrolithiasi
HP:0000805	Enuresis	enuresis
HP:0000807	Glandular hypospadias	glandular|hypospadia
HP:0000808	Penoscrotal hypospadias	penoscrot|hypospadia
HP:0000809	Urinary tract atresia	urinari|atresia|tract
HP:0000811	Abnormal external genitalia	extern|abnorm|genitalia
HP:0000812	Abnormal internal genitalia	intern|abnorm|genitalia
HP:0000813	Bicornuate uterus	bicornu|uterus
HP:0000815	Hypergonadotropic hypogonadism	hypergonadotrop|hypogonad
HP:0000816	Abnormality of Krebs cycle metabolism	metabol|abnorm|cycl|kreb
HP:0000817	Poor eye contact	contact|eye|poor
HP:0000818	Abnormality of the endocrine system	system|abnorm|endocrin
HP:0000819	Diabetes mellitus	diabet|mellitus
HP:0000820	Abnormality of the thyroid gland	gland|abnorm|thyroid
HP:0000821	Hypothyroidism	hypothyroidism
HP:0000822	Hypertension	hypertension
HP:0000823	Delayed puberty	puberti|delay
HP:0000824	Growth hormone deficiency	hormon|growth|defici
HP:0000825	Hyperinsulinemic hypoglycemia	hyperinsulinem|hypoglycemia
HP:0000826	Precocious puberty	precoci|puberti
HP:0000828	Abnormality of the parathyroid gland	gland|parathyroid|abnorm
HP:0000829	Hypoparathyroidism	hypoparathyroidism
HP:0000830	Anterior hypopituitarism	anterior|hypopituitar
HP:0000831	Insulin-resistant diabetes mellitus	insulin-resist|diabet|mellitus
HP:0000832	Primary hypothyroidism	primari|hypothyroid
HP:0000833	Glucose intolerance	glucos|intoler
HP:0000834	Abnormality of the adrenal glands	gland|abnorm|adren
HP:0000835	Adrenal hypoplasia	hypoplasia|adren
HP:0000836	Hyperthyroidism	hyperthyroidism
HP:0000837	Gonadotropin excess	gonadotropin|excess
HP:0000839	Pituitary dwarfism	pituitari|dwarfism
HP:0000840	Adrenogenital syndrome	adrenogenit|syndrom
HP:0000841	Hyperactive renin-angiotensin system	system|hyperact|renin-angiotensin
HP:0000842	Hyperinsulinemia	hyperinsulinemia
HP:0000843	Hyperparathyroidism	hyperparathyroidism
HP:0000845	Growth hormone excess	hormon|excess|growth
HP:0000846	Adrenal insufficiency	adren|insuffici
HP:0000847	Abnormality of renin-angiotensin system	system|abnorm|renin-angiotensin
HP:0000848	Increased circulating renin level	renin|increas|circul|level
HP:0000849	Adrenocortical abnormality	adrenocort|abnorm
HP:0000851	Congenital hypothyroidism	congenit|hypothyroid
HP:0000852	Pseudohypoparathyroidism	pseudohypoparathyroidism
HP:0000853	Goiter	goiter
HP:0000854	Thyroid adenoma	adenoma|thyroid
HP:0000855	Insulin resistance	resist|insulin
HP:0000857	Neonatal insulin-dependent diabetes mellitus	neonat|insulin-depend|diabet|mellitus
HP:0000858	Menstrual irregularities	menstrual|irregular
HP:0000859	Hyperaldosteronism	hyperaldosteronism
HP:0000860	Parathyroid hypoplasia	hypoplasia|parathyroid
HP:0000863	Central diabetes insipidus	insipidus|diabet|central
HP:0000864	Abnormality of the hypothalamus-pituitary axis	abnorm|hypothalamus-pituitari|axi
HP:0000866	Euthyroid multinodular goiter	goiter|euthyroid|multinodular
HP:0000867	Secondary hyperparathyroidism	secondari|hyperparathyroid
HP:0000868	Decreased fertility in females	decreas|fertil|femal
HP:0000869	Secondary amenorrhea	secondari|amenorrhea
HP:0000870	Prolactin excess	excess|prolactin
HP:0000871	Panhypopituitarism	panhypopituitarism
HP:0000872	Hashimoto thyroiditis	hashimoto|thyroid
HP:0000873	Diabetes insipidus	insipidus|diabet
HP:0000875	Episodic hypertension	episod|hypertens
HP:0000876	Oligomenorrhea	oligomenorrhea
HP:0000877	Insulin-resistant diabetes mellitus at puberty	insulin-resist|diabet|puberti|mellitus
HP:0000878	11 pairs of ribs	11|pair|rib
HP:0000879	Short sternum	short|sternum
HP:0000882	Hypoplastic scapulae	scapula|hypoplast
HP:0000883	Thin ribs	rib|thin
HP:0000884	Prominent sternum	promin|sternum
HP:0000885	Broad ribs	broad|rib
HP:0000886	Deformed rib cage	cage|deform|rib
HP:0000887	Cupped ribs	cup|rib
HP:0000888	Horizontal ribs	horizont|rib
HP:0000889	Abnormality of the clavicles	clavicl|abnorm
HP:0000890	Long clavicles	clavicl|long
HP:0000891	Cervical ribs	cervic|rib
HP:0000892	Bifid ribs	bifid|rib
HP:0000893	Bulging of the costochondral junction	costochondr|junction|bulg
HP:0000894	Short clavicles	short|clavicl
HP:0000895	Hooked clavicles	hook|clavicl
HP:0000896	Rib exostoses	exostos|rib
HP:0000897	Rachitic rosary	rachit|rosari
HP:0000900	Thickened ribs	thicken|rib
HP:0000902	Rib fusion	fusion|rib
HP:0000904	Flaring of rib cage	cage|rib|flare
HP:0000905	Progressive clavicular acroosteolysis	progress|clavicular|acroosteolysi
HP:0000907	Anterior rib cupping	cup|anterior|rib
HP:0000910	Wide-cupped costochondral junctions	costochondr|junction|wide-cup
HP:0000911	Flat glenoid fossa	glenoid|flat|fossa
HP:0000912	Sprengel anomaly	anomali|sprengel
HP:0000913	Posterior rib fusion	fusion|posterior|rib
HP:0000914	Shield chest	shield|chest
HP:0000915	Pectus excavatum of inferior sternum	sternum|inferior|pectus|excavatum
HP:0000916	Broad clavicles	broad|clavicl
HP:0000917	Superior pectus carinatum	superior|pectus|carinatum
HP:0000918	Scapular exostoses	scapular|exostos
HP:0000919	Abnormality of the costochondral junction	costochondr|junction|abnorm
HP:0000920	Enlargement of the costochondral junction	costochondr|enlarg|junction
HP:0000921	Missing ribs	miss|rib
HP:0000922	Posterior rib cupping	cup|posterior|rib
HP:0000923	Beaded ribs	bead|rib
HP:0000924	Abnormality of the skeletal system	system|skelet|abnorm
HP:0000925	Abnormality of the vertebral column	column|abnorm|vertebr
HP:0000926	Platyspondyly	platyspondyly
HP:0000927	Abnormality of skeletal maturation	skelet|matur|abnorm
HP:0000929	Abnormality of the skull	skull|abnorm
HP:0000930	Elevated imprint of the transverse sinuses	transvers|elev|sinus|imprint
HP:0000931	Thinning and bulging of the posterior fossa bones	bone|bulg|fossa|posterior|thin
HP:0000932	Abnormality of the posterior cranial fossa	cranial|abnorm|fossa|posterior
HP:0000933	Posterior fossa cyst at the fourth ventricle	cyst|fossa|posterior|ventricl
HP:0000934	Chondrocalcinosis	chondrocalcinosis
HP:0000935	Thickened cortex of long bones	cortex|long|thicken|bone
HP:0000938	Osteopenia	osteopenia
HP:0000939	Osteoporosis	osteoporosis
HP:0000940	Abnormal diaphysis morphology	diaphysi|abnorm|morpholog
HP:0000941	Short diaphyses	short|diaphys
HP:0000943	Dysostosis multiplex	dysostosi|multiplex
HP:0000944	Abnormality of the metaphyses	abnorm|metaphys
HP:0000945	Flared irregular metaphyses	irregular|metaphys|flare
HP:0000946	Hypoplastic ilia	ilia|hypoplast
HP:0000947	Dumbbell-shaped long bone	dumbbell-shap|long|bone
HP:0000951	Abnormality of the skin	abnorm|skin
HP:0000952	Jaundice	jaundice
HP:0000953	Hyperpigmentation of the skin	skin|hyperpigment
HP:0000954	Single transverse palmar crease	transvers|creas|palmar|singl
HP:0000956	Acanthosis nigricans	nigrican|acanthosi
HP:0000957	Cafe-au-lait spot	cafe-au-lait|spot
HP:0000958	Dry skin	dri|skin
HP:0000960	Sacral dimple	dimpl|sacral
HP:0000961	Cyanosis	cyanosis
HP:0000962	Hyperkeratosis	hyperkeratosis
HP:0000963	Thin skin	skin|thin
HP:0000964	Eczema	eczema
HP:0000965	Cutis marmorata	cuti|marmorata
HP:0000966	Hypohidrosis	hypohidrosis
HP:0000967	Petechiae	petechiae
HP:0000968	Ectodermal dysplasia	ectoderm|dysplasia
HP:0000969	Edema	edema
HP:0000970	Anhidrosis	anhidrosis
HP:0000971	Abnormality of the sweat gland	gland|sweat|abnorm
HP:0000972	Palmoplantar hyperkeratosis	hyperkeratosi|palmoplantar
HP:0000973	Cutis laxa	cuti|laxa
HP:0000974	Hyperextensible skin	hyperextens|skin
HP:0000975	Hyperhidrosis	hyperhidrosis
HP:0000976	Eczematoid dermatitis	eczematoid|dermat
HP:0000977	Soft skin	skin|soft
HP:0000978	Bruising susceptibility	bruis|suscept
HP:0000979	Purpura	purpura
HP:0000980	Pallor	pallor
HP:0000982	Palmoplantar keratoderma	palmoplantar|keratoderma
HP:0000987	Atypical scarring of skin	atyp|scar|skin
HP:0000988	Skin rash	rash|skin
HP:0000989	Pruritus	pruritus
HP:0000991	Xanthomatosis	xanthomatosis
HP:0000992	Cutaneous photosensitivity	cutan|photosensit
HP:0000993	Molluscoid pseudotumors	molluscoid|pseudotumor
HP:0000995	Melanocytic nevus	nevus|melanocyt
HP:0000996	Facial capillary hemangioma	facial|capillari|hemangioma
HP:0000997	Axillary freckling	freckl|axillari
HP:0000998	Hypertrichosis	hypertrichosis
HP:0000999	Pyoderma	pyoderma
HP:0001000	Abnormality of skin pigmentation	abnorm|skin|pigment
HP:0001001	Abnormality of subcutaneous fat tissue	subcutan|fat|tissu|abnorm
HP:0001002	Decreased subcutaneous fat	decreas|subcutan|fat
HP:0001003	Multiple lentigines	lentigin|multipl
HP:0001004	Lymphedema	lymphedema
HP:0001005	Dermatological manifestations of systemic disorders	manifest|dermatolog|system|disord
HP:0001006	Hypotrichosis	hypotrichosis
HP:0001007	Hirsutism	hirsutism
HP:0001008	Accumulation of melanosomes in melanocytes	melanosom|accumul|melanocyt
HP:0001009	Telangiectasia	telangiectasia
HP:0001010	Hypopigmentation of the skin	hypopigment|skin
HP:0001011	Diaphoresis (with pheochromocytoma)	pheochromocytoma|diaphoresi
HP:0001012	Multiple lipomas	multipl|lipoma
HP:0001013	Eruptive xanthomas	xanthoma|erupt
HP:0001014	Angiokeratoma	angiokeratoma
HP:0001015	Prominent superficial veins	promin|vein|superfici
HP:0001017	Anemic pallor	anem|pallor
HP:0001018	Abnormal palmar dermatoglyphics	dermatoglyph|abnorm|palmar
HP:0001019	Erythroderma	erythroderma
HP:0001022	Albinism	albinism
HP:0001024	Skin dimple over apex of long bone angulation	bone|angul|dimpl|skin|long|apex
HP:0001025	Urticaria	urticaria
HP:0001026	Penetrating foot ulcers	penetr|foot|ulcer
HP:0001027	Soft, doughy skin	doughi|skin|soft
HP:0001028	Hemangioma	hemangioma
HP:0001029	Poikiloderma	poikiloderma
HP:0001030	Fragile skin	fragil|skin
HP:0001031	Subcutaneous lipoma	subcutan|lipoma
HP:0001032	Absent distal interphalangeal creases	distal|interphalang|creas|absent
HP:0001033	Facial flushing after alcohol intake	facial|alcohol|flush|intak
HP:0001034	Hypermelanotic macule	hypermelanot|macul
HP:0001036	Parakeratosis	parakeratosis
HP:0001038	Warfarin-induced skin necrosis	warfarin-induc|skin|necrosi
HP:0001039	Atheroeruptive xanthoma	xanthoma|atheroerupt
HP:0001040	Multiple pterygia	multipl|pterygia
HP:0001041	Facial erythema	facial|erythema
HP:0001042	High axial triradius	axial|triradius|high
HP:0001043	Prominent scalp veins	promin|scalp|vein
HP:0001045	Vitiligo	vitiligo
HP:0001046	Intermittent jaundice	jaundic|intermitt
HP:0001047	Atopic dermatitis	atop|dermat
HP:0001048	Cavernous hemangioma	cavern|hemangioma
HP:0001049	Absent dorsal skin creases over affected joints	absent|skin|joint|affect|creas|dorsal
HP:0001050	Plethora	plethora
HP:0001051	Seborrheic dermatitis	seborrh|dermat
HP:0001052	Nevus flammeus	flammeus|nevus
HP:0001053	Hypopigmented skin patches	patch|hypopig|skin
HP:0001054	Numerous nevi	numer|nevi
HP:0001055	Erysipelas	erysipelas
HP:0001056	Milia	milia
HP:0001057	Aplasia cutis congenita	cuti|aplasia|congenita
HP:0001058	Poor wound healing	heal|wound|poor
HP:0001059	Pterygium	pterygium
HP:0001060	Axillary pterygia	pterygia|axillari
HP:0001061	Acne	acne
HP:0001062	Atypical nevi (>5mm with irregular edge and pigmentation)	irregular|>5mm|pigment|nevi|atyp|edg
HP:0001063	Acrocyanosis	acrocyanosis
HP:0001065	Striae distensae	distensa|striae
HP:0001067	Neurofibromas	neurofibromas
HP:0001069	Episodic hyperhidrosis	hyperhidrosi|episod
HP:0001070	Mottled pigmentation	mottl|pigment
HP:0001071	Angiokeratoma corporis diffusum	diffusum|corpori|angiokeratoma
HP:0001072	Thickened skin	thicken|skin
HP:0001073	Cigarette-paper scars	cigarette-pap|scar
HP:0001074	Atypical nevi in non-sun exposed areas	atyp|expos|non-sun|nevi|area
HP:0001075	Atrophic scars	scar|atroph
HP:0001076	Glabellar hemangioma	glabellar|hemangioma
HP:0001080	Biliary tract abnormality	abnorm|biliari|tract
HP:0001081	Cholelithiasis	cholelithiasis
HP:0001082	Cholecystitis	cholecystitis
HP:0001083	Ectopia lentis	ectopia|lenti
HP:0001084	Corneal arcus	arcus|corneal
HP:0001085	Papilledema	papilledema
HP:0001087	Congenital glaucoma	congenit|glaucoma
HP:0001088	Brushfield spots	brushfield|spot
HP:0001089	Iris atrophy	iri|atrophi
HP:0001090	Large eyes	eye|larg
HP:0001092	Absent lacrimal punctum	punctum|absent|lacrim
HP:0001093	Optic nerve dysplasia	optic|dysplasia|nerv
HP:0001094	Iridocyclitis	iridocyclitis
HP:0001095	Hypertensive retinopathy	hypertens|retinopathi
HP:0001096	Keratoconjunctivitis	keratoconjunctivitis
HP:0001097	Keratoconjunctivitis sicca	keratoconjunct|sicca
HP:0001098	Abnormality of the fundus	fundus|abnorm
HP:0001099	Fundus atrophy	fundus|atrophi
HP:0001100	Heterochromia iridis	iridi|heterochromia
HP:0001101	Iritis	iritis
HP:0001102	Angioid streaks of the retina	streak|retina|angioid
HP:0001103	Abnormality of the macula	abnorm|macula
HP:0001104	Macular hypoplasia	hypoplasia|macular
HP:0001105	Retinal atrophy	atrophi|retin
HP:0001106	Periorbital hyperpigmentation	periorbit|hyperpigment
HP:0001107	Ocular albinism	albin|ocular
HP:0001112	Leber optic atrophy	leber|optic|atrophi
HP:0001114	Xanthelasma	xanthelasma
HP:0001115	Posterior polar cataract	polar|cataract|posterior
HP:0001116	Macular coloboma	coloboma|macular
HP:0001117	Sudden central visual loss	sudden|visual|central|loss
HP:0001118	Juvenile cataract	cataract|juvenil
HP:0001119	Keratoglobus	keratoglobus
HP:0001120	Abnormality of corneal size	abnorm|size|corneal
HP:0001122	Aplasia/Hypoplasia of the choroid	choroid|aplasia|hypoplasia
HP:0001123	Visual field defect	visual|defect|field
HP:0001125	Hemianopic blurring of vision	blur|vision|hemianop
HP:0001126	Cryptophthalmos	cryptophthalmos
HP:0001128	Trichiasis	trichiasis
HP:0001129	Large central visual field defect	field|visual|central|defect|larg
HP:0001131	Corneal dystrophy	dystrophi|corneal
HP:0001132	Lens subluxation	sublux|len
HP:0001133	Constricted visual fields	constrict|visual|field
HP:0001134	Anterior polar cataract	polar|anterior|cataract
HP:0001135	Chorioretinal dystrophy	chorioretin|dystrophi
HP:0001136	Retinal arteriolar tortuosity	arteriolar|tortuos|retin
HP:0001137	Alternating esotropia	esotropia|altern
HP:0001138	Optic neuropathy	neuropathi|optic
HP:0001139	Choroideremia	choroideremia
HP:0001140	Epibulbar dermoid	dermoid|epibulbar
HP:0001141	Severe visual impairment	sever|impair|visual
HP:0001142	Lenticonus	lenticonus
