relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_journal.pone.0064473.pdf_267_267_36_36_24_25	IL-2/HP:0000718|Aggressive behavior	{36}	{24,25}	{Dopamine,The,possibility,that,IL-2,acts,through,a,neurochemical,mechanism,in,the,brain,has,recently,been,established,",",in,which,a,speciﬁc,form,of,aggressive,behavior,(,i.e.,",",defensive,rage,),is,powerfully,modulated,by,IL-2,acting,through,GABAA,receptors,in,the,medial,hypothalamus,and,by,substance,P,-,neurokinin,(,NK1,),receptors,in,the,midbrain,periaqueductal,gray,[,"22,23",],.}	{"Notably , IL-2 did not induce this effect when administered during periadolescence , whereupon the following conclusions can be made : ( 1 ) The individual ’s initial response to IL-2 was not sensitized upon subsequent exposure to the cytokine ; and ( 2 ) one can not predict the animal ’s behavioral response to a second injection of IL-2 based on its initial behavioral responses to the cytokine .","\\\\ / Ve suggest that changes in relevant neural pathways ( e.g. , meso-limbic and — striatal systems ) induced by IL-2 administration could serve as better predictors ."}	{"Therefore , from the ﬁndings of the present study , it is reasonable to suggest that IL-2 's effects upon stereotypy are also mediated through a neurotransmitter mechanism , namely via dopamine receptors .","It was observed that GBR 12909-induced increases in stereotypic behavior in adult female mice were potentiated in mice that received a single injection of IL-2 in periadolescence , implying that IL-2 produced long-lasting changes in the sensitivity of mesolimbic and — striatal dopaminergic activity ."}	0.024
RELATION_GENEHPOTERM_SCPDFS_47880.pdf_91_91_10_10_0_0	jerky/HP:0000639|Nystagmus	{10}	{0}	{Nystagmus,—,rhythmical,oscillation,of,the,eyeballs,either,pendular,or,jerky,.}	{"Demyelination — myelin is formed , deposited around the axons and later breaks down .","Dysmyelination — normal myelination does not occur ."}	{"Stridor — noisy respiration .","TIG April 1999 , volume 15 , No. 4"}	0.026
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_46026.pdf_556_556_21_21_14_14_UNSUP	DYT1/HP:0001332|Dystonia	{21}	{14}	{53,",",781-787,72,Gonzalez-Alegre,",",P.,et,al.,(,2005,),Silencing,primary,dystonia,:,lentiviralmediated,RNA,interference,therapy,for,DYT1,dystonia,.}	{"Ann .","Neural ."}	{"J. Neurasci .","25 , 10502-10509"}	0.984
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0060173.pdf_14_14_15_15_8_9_UNSUP	RIF/HP:0006000|Ureteral obstruction	{15}	{8,9}	{To,test,this,hypothesis,we,applied,a,unilateral,ureteral,obstruction,(,UUO,),model,of,RIF,on,A2AR,knockout,mice,and,their,wi,|,d,—,type,littermates,",",combined,with,the,intervention,of,a,selective,A2AR,agonist,",",CGS,21680,.}	{"However , an effective approach to prevent EMT and RIF is still lacking and of urgent need .","Recently , the adenosine AZA receptor ( A2AR ) emerges as a novel inflammation regulator , therefore manipulation of AZAR may suppress the EMT process and as such protect against RIF ."}	{"On days 3 , 7 and 14 post .","— ."}	0.07
RELATION_GENEHPOTERM_journal.pone.0040332.pdf_442_442_23_25_32_32	activation-induced_cytidine_deaminase/HP:0002665|Lymphoma	{23,24,25}	{32}	{Smit,LA,",",Bende,RJ,",",AtenJ,",",GuikemaJEJ,",",Aarts,VVl,"\\\\",’,I,",",et,al.,(,2003,),Expression,of,activation-induced,cytidine,deaminase,is,conﬁned,to,B-cell,non-Hodgkin,’s,lymphomas,of,germinal-center,phenotype,.}	{"Pasqualucci L , Guglielmino R , Houldsworth J , Nfohr J , Aoufouchi S , et al. ( 2004 ) Expression of the AID protein in normal and neoplastic B cells .","Blood 104 : 331843325 ."}	{"Cancer research 63 : 389443898 .","Lossos IS , Levy R , Alizadeh AA ( 2004 ) AID is expressed in germinal center Bcell-like and activated B-cell-like diffuse large-cell lymphomas and is not correlated with intraclonal heterogeneity ."}	0.112
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0031560.pdf_177_177_19_19_17_17_UNSUP	LPL/HP:0002665|Lymphoma	{19}	{17}	{Associated,Lymphoma,Tissue,lymphoma,",",MCL,=,Mantle,Cell,lymphoma,",",SLL,=,Sma,|,|,Lymphocytic,Lymphoma,",",LPL,=,Lymphoplasmacytic,Lymphoma,",",Misc,.}	{"Ce | | Lymphoma , FL = Fo | | icu | ar Lymphoma , MZ / MALT : Marginal Zone lymphoma/Mucosa .","— ."}	{"B — ce | | = Misce | | aneous B-cell lymphoma , MF = Mycosis Fungoides , PTCL : Peripheral T .","— ."}	0.056
RELATION_GENEHPOTERM_journal.pone.0094010.pdf_398_398_26_29_34_34	epidermal_growth_factor_receptor/HP:0002099|Asthma	{26,27,28,29}	{34}	{Puddicombe,SIVI,",",Polosa,R,",",Richter,A,",",Krishna,l,"\\\\",’,IT,",",Howarth,PH,",",et,al.,(,2000,),Involvement,of,the,epidermal,growth,factor,receptor,in,epithelial,repair,in,asthma,.}	{"Striz I , Nlio T , Adachi Y , Heires P , Robbins RA , et al. ( 1999 ) IL-4 induces ICANI-1 expression in human bronchial epithelial cells and potentiates TNFalpha .","AmJ Physiol 277 : L58-L64 ."}	{"FASEBJ 14 : 1362-1374 .","Subauste lVIC , Jacoby DB , Richards Sl \\\\ ’ I , Proud D ( 1995 ) Infection of a human respiratory epithelial cell line with rhinovirus ."}	0.318
RELATION_GENEHPOTERM_journal.pone.0067306.pdf_462_462_5_5_13_13	NOTCH1/HP:0200058|Angiosarcoma	{5}	{13}	{However,",",we,observed,ongoing,NOTCH1,activation,in,a,high,fraction,of,human,angiosarcomas,",",particularly,in,those,that,are,well,differentiated,.}	{"NOTCH1 is a double-edged sword with respect to tumorigenesis , being capable of serving as a tumor suppressor as well as an oncoprotein .","Indeed , inhibition of notch signaling in rodents with inhibitory antibodies directed against the Notch ligand DLL4 leads to tumors in several organs that may be of vascular origin [ 56 ] , and conditional knockout of notch1 in endothelial cells causes the appearance of vascular proliferations in the liver [ 19,20 ] , suggesting that NOTCH1 is a tumor suppressor in endothelium ."}	{"Thus , while loss of NOTCH1 function may be associated with",References}	0.328
RELATION_GENEHPOTERM_journal.pone.0080883.pdf_521_521_23_23_40_40	IP/HP:0002861|Melanoma	{23}	{40}	{Hong,IK,",",Kim,YlV1,",",Jeoung,DI,",",Kim,KC,",",Lee,H,(,2005,),Tetraspanin,CD9,induces,lV1l,"\\\\",’,IP,~,2,expression,by,activating,p38,"l\\\\/IAPK",",",",",],NK,and,c-Jun,pathways,in,human,melanoma,cells,.}	{"possesses antimetastatic effects on human osteosarcoma cells by decreasing MMP-2 and MMP — 9 secretions via p38 and Akt signaling pathways .","Food Chem Toxicol 59 : 801 — 807 ."}	{"Exp l \\\\ ’ Iol l \\\\ / [ ed 37 : 230 * 239 .","Hong S , Park KK , Nlagae J , Ando K , Lee TS , et al. ( 2005 ) Ascochlorin inhibits matrix metalloproteinase-9 expression by suppressing activator protein-1 » mediated gene expression through the ERKl / 2 signaling pathway : inhibitory effects of ascochlorin on the invasion of renal carcinoma cells ."}	0.04
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0092333.pdf_282_282_4_4_36_36_UNSUP	PL/HP:0002097|Emphysema	{4}	{36}	{Sullivan,AK,",",Simonian,PL,",",Falta,1,"\\\\",’,IT,",","1\\\\/Iitchell",],D,",",Cosgrove,GP,",",et,al.,(,2005,),Oligoclonal,CD4,+,T,cells,in,the,lungs,of,patients,with,severe,emphysema,.}	{"Nat Rev Immunol 2 : 3724377 .","7 ."}	{"Am ] Respir Crit Care Nled 172 : 5904596 .","8 ."}	0
RELATION_GENEHPOTERM_journal.pone.0018087.pdf_490_490_5_5_17_18	HDAC/HP:0003003|Colon cancer	{5}	{17,18}	{It,has,been,reported,that,HDAC,inhibitors,synergize,with,5-FU,in,vitm,and,in,vivo,to,treat,colon,cancer,through,downregulation,of,thymidylate,synthase,",",the,5-FU,target,enzyme,[,46,],.}	{"6B ) .","Taken together , our results showed that the SP1 , HDAC3 and CBP were all dissociated from EGFR promoter after SAHA treatment , suggesting their functional relevance on EGFR transcription ."}	{"Combination of 5-F U with SAHA has recently entered phase I / II trial to treat CRC [ 18,50 ] .","Inhibition of MAPK and Akt signaling by AEE788 , a multiple receptor tyrosine kinases inhibitor , synergistically potentiates HDAC-induced apoptosis in a broad spectrum of cancer cell lines [ 51 ] ."}	0.158
RELATION_GENEHPOTERM_journal.pbio.1000208.pdf_714_714_32_32_22_23	neurotrophin/HP:0003450|Axonal regeneration	{32}	{22,23}	{Avwenagha,o,",",Campbell,G,",",Bird,lVIlVI,(,2003,),Distribution,of,GAP-43,",",beta-III,tubulin,and,F-actin,in,developing,and,regenerating,axons,and,their,growth,cones,in,vitro,",",following,neurotrophin,treatment,.}	{"Peeva GP , Angelova SK , Guntinas-Lichius O , Streppel l \\\\ ’ I , lrintchev A , et al. ( 2006 ) Improved outcome of facial nerve repair in rats is associated with enhanced regenerative response of motoneurons and augmented neocortical plasticity .","EurJ Neurosci 24 : 2152 — 2162 ."}	{"J Neurocytol 32 : 1077 * 1089 .","Haas l \\\\ ’ 1A , Vickers JC , Dickson TC ( 2004 ) Binding partners Ll cell adhesion molecule and the ezrin ~ radixin » moesin ( ERl \\\\ ’ I ) proteins are involved in development and the regenerative response to injury of hippocampal and cortical neurons ."}	0
RELATION_GENEHPOTERM_SCPDFS_45766.pdf_248_248_19_19_7_8	AOAH/HP:0100279|Ulcerative colitis	{19}	{7,8}	{These,include,a,reported,GWAS,SNP,for,ulcerative,colitis,in,the,MHC,class,II,region,associated,with,expression,of,AOAH,",",a,gene,encoding,the,enzyme,acyloxyacyl,hydrolase,which,plays,a,key,role,in,the,inﬂammatory,response,to,Gram,—,negative,bacteria,located,on,chromosome,7p14,[,47,],.}	{"The KIR locus is currently not well captured by GWAS genotyping arrays but is the subject of active research interest .","MHC interactions are also being highlighted by recent expression quantitative — trait mapping studies in which possession of speciﬁc genetic variants in this region show association with differential expression of genes elsewhere in the genome ."}	{"This association was shown to be cell type-speciﬁc and resolved to HLA class II alleles HLADRB1 * 04 , HLA .","— ."}	0.096
RELATION_GENEHPOTERM_journal.pone.0019103.pdf_473_473_37_37_23_23	VEGF/HP:0100242|Sarcoma	{37}	{23}	{Bais,C,",",Van,Geelen,A,",",Eroles,P,",",Niutlu,A,",",Chiozzini,C,",",et,al.,(,2003,),Kaposi,’s,sarcoma,associated,herpesvirus,G,protein-coupled,receptor,immortalizes,human,endothelial,cells,by,activation,of,the,VEGF,receptor,~,2/KDR,.}	{"AmJ Pathol 148 : l065 — 1074 .","8 ."}	{"Cancer Cell 3 : 131 — 143 .","9 ."}	0.532
RELATION_GENEHPOTERM_journal.pone.0053877.pdf_191_191_6_6_13_13	NPSR1/HP:0002099|Asthma	{6}	{13}	{Many,of,the,genetic,associations,concerning,NPSR1,and,asthma,are,related,to,allergic,asthma,[,l0,",",l4,",20,27",],.}	{"Furthermore , we observed associations between DNA methylation changes in the promoter region and current smoking in adults and passive smoking in children .","The previous genetic associations seen to IgE levels and allergy in relation to asthma for NPSR1 polymorphisms [ l0 , l4 ,20,27 ] , in combination with our results in this study , highlight the importance this gene might have in the corresponding biology ."}	{"Up-regulation of M0571 expression in the lung has been observed in one mouse model of allergen-induced airway inﬂammation [ 10 ] but not in other models [ 28,29 ] .","Low levels of methylation are generally associated with higher levels of gene expression [ 2 ] ."}	0.148
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0021957.pdf_411_411_23_23_29_30_UNSUP	insulin/HP:0000819|Diabetes mellitus	{23}	{29,30}	{Spielman,RS,",",1,"\\\\",’,IcGinnis,RE,",",Ewens,W,],(,1993,),The,transmission,test,for,linkage,disequilibrium,:,the,insulin,gene,and,insulin,~,dependent,diabetes,mellitus,(,IDDIVI,),.}	{References,"1 ."}	{"Am ] Hum Genet 52 : 506 * 516 .","2 ."}	0.958
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0057043.pdf_853_853_1_1_19_20_UNSUP	CH/HP:0001402|Hepatocellular carcinoma	{1}	{19,20}	{Deng,CH,",",Zi,XL,(,1997,),Relationship,between,Deletion,of,Slutathion,Strausferase,Gene,and,Susceptibility,to,Primary,Hepatocellular,Carcinoma,.}	{"Zhong S , VVyllie A , Barnes D , V \\\\ 1olf C , Spurr N ( 1993 ) Relationship between the GSTlVI1 genetic polymorphism and susceptibility to bladder , breast and colon cancer .","Carcinogenesis 14 : 1821 ~ 1824 ."}	{"Chinese Journal of Public Health 16 : 14l — l42 .","Yu 1VIV \\\\ 1 , Gladek-Yarborough A , Chia_mprasert S , Santella Rl \\\\ ’ I , Liaw YF , et al. ( 1995 ) Cytochrome P450 2E1 and glutathione S-transferase 1 \\\\ ’ I1 polymorphisms and susceptibility to hepatocellular carcinoma ."}	0.01
RELATION_GENEHPOTERM_journal.pone.0016377.pdf_36_36_31_31_29_29	CRF/HP:0001596|Alopecia	{31}	{29}	{Citation,:,Wang,L,",",Million,M,",",Rivier,J,",",Rivier,C,",",Craft,N,",",et,al.,(,2011,),CRF,Receptor,Antagonist,Astressin-B,Reverses,and,Prevents,Alopecia,in,CRF,Over-Expressing,Mice,.}	{"The commercial drug for alopecia , minoxidil only showed partial effect on hair re — growth .","These data support the existence of a key molecular switching mechanism triggered by blocking peripheral CRF receptors with an antagonist to reset hair growth in a mouse model of alopecia associated with chronic stress ."}	{"PLoS ONE 6 ( 2 ) : e16377 .","doi :10.1371 / journa | ."}	0.7
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0025194.pdf_144_144_50_50_23_23_UNSUP	S1/HP:0100753|Schizophrenia	{50}	{23}	{IWMN,density,was,quantiﬁed,around,the,middle,frontal,gyrus,of,cases,from,the,human,developmental,cohort,and,data,from,control,cases,from,the,schizophrenia,cohort,aged,between,18,and,50,years,[,18,],were,included,in,this,analysis,to,increase,statistical,power,within,the,older,age,groups,(,Table,S1,),.}	{"Quantification of NeuN + | WMNs Images of NeuN immunostaining were captured at 10 > < magniﬁcation and stitched together using the Virtual Slice facility in the Stereo Investigator Software ( MBF Biosciences ) .","The grey matter / white matter boundary was identiﬁed by a sharp change in NeuN density , the presence of additional smaller astrocytic nuclei and lighter NeuN neuropil staining ( Figure S1 ) as detailed in [ 18 ] ."}	{"Regions of white matter sampled were selected on straight banks of white matter avoiding the crown and the curve at the deep end of the sulcus , where IWMN density can be inconsistent .","Superﬁcial I \\\\ NMNs were deﬁned as those lying between o and 700 pm deep to the grey / white matter border and 20 sampling boxes 470 X470 pm were placed within this region parallel to the grey/white matter border at random distances between each other and from the grey / white matter border within the 700 pm superﬁcial compartment ."}	0
RELATION_GENEHPOTERM_journal.pone.0034405.pdf_508_508_21_21_25_25	DUOX1/HP:0003006|Neuroblastoma	{21}	{25}	{PDGF,stimulates,DUOX,1,and,2,expression,The,data,reported,here,indicate,that,PDGF,and,serum,are,able,to,induce,rapidly,DUOX1,and,2,in,neuroblastoma,cells,(,Fig,.}	{"In C. Elegans , for example a similar Duox enzyme catalyzes the cross link of tyrosine residues in the cuticle ( for a review see [ 1 ] ) .","It is possible that a ROS-regulated activity of DUOX enzyme may be important in neurons to modify membrane proteins during synapses formation or maintenance ."}	{"1 and 2 ) .","PDGF induces a rapid ( 15 — 30 min ) post-transcriptional stabilization of the DUOX1 and 2 speciﬁc mRNAs ( Fig ."}	0.278
RELATION_GENEHPOTERM_SUP_F_GH_journal.pone.0038832.pdf_286_286_4_4_19_19_UNSUP	SR/mussel	{4}	{19}	{Coles,JA,",",Farley,SR,",",Pipe,RK,(,1995,),Alteration,of,the,immune-response,of,the,common,marine,mussel,A1,"}",/,lilu,.}	{"van Ooik T , Rantala MJ , Saloniemi I ( 2007 ) Diet — mediated effects of heavy metal pollution on growth and immune response in the geometrid moth Ejxirrita autumnata .","Environ Pollut 145 : 348 * 354 ."}	{"r edulit resulting from exposure to cadmium .","Dis Aquat Organ 22 : 59 — 65 ."}	0.002
RELATION_GENEHPOTERM_journal.pone.0032709.pdf_278_278_6_6_4_4	U87/HP:0009733|Glioma	{6}	{4}	{SCR,),using,human,glioma,cells,U87,and,U251,by,lentiviral,transduction,.}	{"Next , we established cell lines stably expressing miR-128 and its scrambled control ( miR .","— ."}	{"The expression levels of miR-128 were analyzed in these stable cell lines using RT .","— ."}	0.5
RELATION_GENEHPOTERM_journal.pone.0024854.pdf_332_332_13_13_28_28	NP/HP:0001297|Stroke	{13}	{28}	{Saxena,SK,",",Ng,TP,",",Koh,G,",",Yong,D,",",Fong,NP,(,2007,),Is,improvement,in,impaired,cognition,and,depressive,symptoms,in,post,~,stroke,patients,associated,with,recovery,in,activities,of,daily,living,?}	{"Spinal Cord 43 : 223 * 229 .","3 ."}	{"Acta Neurol Scand 115 : 3394346 .","4 ."}	0.12
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0067192.pdf_149_149_40_41_10_10_UNSUP	insulin_resistance/HP:0003074|Hyperglycemia	{40,41}	{10}	{Metabolic,parameters,Compared,to,the,SC,group,",",hyperinsulinemia,and,hyperglycemia,were,observed,in,the,HF,",",HF-A,",",and,HF-L,groups,(,Table,1,),",",which,is,consistent,with,the,ﬁndings,of,glucose,intolerance,in,the,OGTT,and,insulin,resistance,in,the,IPITT,(,Figure,3,),.}	{"This is the typical feature of the islet dysfunction in the insulin resistance state .","The HF-E group has shown a better insulin sensitivity in comparison to the HF group , since the AUC to the IPITT was smaller in the HF-E group than in the HF group ( -21 % , P < 0.01 ) ( Figure 3D ) ."}	{"Consequently , the HF , HF-A , and HF-L groups showed both higher fasting plasma glucose and insulin levels and higher HOMA-IR compared to the SC group ( P < 0.01 ) .","However , enalapril markedly reduced the fasting plasma insulin ( -27 % , P < 0.05 ) and glucose levels ( -21 % , P < 0.001 ) , resulting in a 48 % lower HOMA-IR than the HF group ( P < 0.001 ) ( Table 1 ) ."}	0
