OMIM:264800	PSEUDOXANTHOMA ELASTICUM|^|PXE	GRONBLAD STRANDBERG SYNDROME
OMIM:610090	PYRIDOXAMINE 5 PRIME PHOSPHATE OXIDASE DEFICIENCY	PNPO DEFICIENCY|^|SEIZURES PYRIDOXINE RESISTANT PLP SENSITIVE|^|EPILEPTIC ENCEPHALOPATHY NEONATAL PNPO RELATED
OMIM:205950	ANEMIA SIDEROBLASTIC PYRIDOXINE REFRACTORY AUTOSOMAL RECESSIVE	
OMIM:269150	SCHINZEL GIEDION MIDFACE RETRACTION SYNDROME	SGS
OMIM:609903	SYSTEMIC LUPUS ERYTHEMATOSUS SUSCEPTIBILITY TO 5|^|SLEB5	
OMIM:262650	KOWARSKI SYNDROME	BIODEFECTIVE GROWTH HORMONE|^|PITUITARY DWARFISM WITH NORMAL IMMUNOREACTIVE GROWTH HORMONE AND LOW SOMATOMEDIN
OMIM:609909	CARDIOMYOPATHY DILATED 1P|^|CMD1P	
OMIM:278300	XANTHINURIA TYPE I	XANTHINE DEHYDROGENASE DEFICIENCY|^|XDH DEFICIENCY|^|XANTHINE OXIDASE DEFICIENCY
OMIM:225753	PONTOCEREBELLAR HYPOPLASIA TYPE 4|^|PCH4	
OMIM:262300	ACHROMATOPSIA 3|^|ACHM3	PINGELAPESE BLINDNESS|^|TOTAL COLORBLINDNESS WITH MYOPIA|^|ACHROMATOPSIA WITH MYOPIA|^|ACHM1 FORMERLY|^|ROD MONOCHROMATISM 1 FORMERLY|^|ROD MONOCHROMACY 1 FORMERLY|^|RMCH1 FORMERLY
OMIM:234500	HARTNUP DISORDER|^|HND	HARTNUP DISEASE
OMIM:612350	SPONDYLOCHEIRODYSPLASIA EHLERS DANLOS SYNDROME LIKE	SCD EDS
OMIM:610329	AICARDI GOUTIERES SYNDROME 3|^|AGS3	
OMIM:610321	PROSTATE CANCER HEREDITARY 7|^|HPC7	PROSTATE CANCER AGGRESSIVENESS
OMIM:176000	PORPHYRIA ACUTE INTERMITTENT|^|AIP	PORPHYRIA SWEDISH TYPE|^|PORPHOBILINOGEN DEAMINASE DEFICIENCY|^|PBGD DEFICIENCY|^|UROPORPHYRINOGEN SYNTHASE DEFICIENCY|^|UPS DEFICIENCY
OMIM:612357	MAJOR AFFECTIVE DISORDER 8|^|MAFD8	BIPOLAR AFFECTIVE DISORDER
OMIM:142623	HIRSCHSPRUNG DISEASE SUSCEPTIBILITY TO 1|^|HSCR1	
OMIM:137550	MELANOCYTIC NEVUS SYNDROME CONGENITAL|^|CMNS	GIANT PIGMENTED HAIRY NEVUS|^|GPHN|^|GIANT CONGENITAL PIGMENTED NEVUS|^|PIGMENTED MOLES
OMIM:608762	EPILEPSY IDIOPATHIC GENERALIZED SUSCEPTIBILITY TO 3|^|EIG3	EPILEPSY IDIOPATHIC GENERALIZED SUSCEPTIBILITY TO LOCUS ON CHROMOSOME 9
OMIM:608765	SCOLIOSIS ISOLATED SUSCEPTIBILITY TO 3|^|IS3	
OMIM:608768	SPINOCEREBELLAR ATAXIA 8|^|SCA8	
OMIM:185070	STORMORKEN SYNDROME|^|STRMK	THROMBOCYTOPATHY ASPLENIA AND MIOSIS|^|YORK PLATELET SYNDROME|^|YPS
OMIM:615314	CRANIOSYNOSTOSIS 3|^|CRS3	
OMIM:615312	ALBINISM OCULOCUTANEOUS TYPE V|^|OCA5	
OMIM:615311	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 17|^|BMND17	BONE MINERAL DENSITY LOW SUSCEPTIBILITY TO
OMIM:605229	SPASTIC PARAPLEGIA 14 AUTOSOMAL RECESSIVE|^|SPG14	
OMIM:211750	C SYNDROME	OPITZ TRIGONOCEPHALY SYNDROME|^|TRIGONOCEPHALY SYNDROME
OMIM:614408	MYOPATHY CENTRONUCLEAR 3|^|CNM3	
OMIM:614409	SPASTIC PARAPLEGIA 46 AUTOSOMAL RECESSIVE|^|SPG46	
OMIM:614959	EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE 14|^|EIEE14	
OMIM:614400	GLUCOCORTICOID THERAPY RESPONSE TO|^|GCTR	
OMIM:614401	ACCELERATED TUMOR FORMATION SUSCEPTIBILITY TO|^|ACTFS	
OMIM:614402	MICROPHTHALMIA SYNDROMIC 11|^|MCOPS11	
OMIM:614407	MICROCEPHALY CEREBELLAR HYPOPLASIA AND CARDIAC CONDUCTION DEFECT SYNDROME|^|MCHCCD	ZAKI GLEESON SYNDROME
OMIM:193100	HYPOPHOSPHATEMIC RICKETS AUTOSOMAL DOMINANT|^|ADHR	
OMIM:203500	ALKAPTONURIA|^|AKU	HOMOGENTISIC ACID OXIDASE DEFICIENCY
OMIM:616032	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 8|^|FSGS8	
OMIM:135400	HYPERTRICHOSIS CONGENITAL GENERALIZED WITH OR WITHOUT GINGIVAL HYPERPLASIA|^|HTC3	FIBROMATOSIS GINGIVAL WITH HYPERTRICHOSIS|^|CHROMOSOME 17q24 2 q24 3 DELETION SYNDROME|^|CHROMOSOME 17q24 2 q24 3 DUPLICATION SYNDROME|^|MICRODELETION 17q24 2 q24 3 SYNDROME|^|MICRODUPLICATION 17q24 2 q24 3 SYNDROME|^|HYPERTRICHOSIS TERMINALIS GENERALIZED WITH OR WITHOUT GINGIVAL HYPERPLASIA
OMIM:309605	MILES CARPENTER X LINKED MENTAL RETARDATION SYNDROME|^|MCS	
OMIM:114550	HEPATOCELLULAR CARCINOMA	HCC|^|CANCER HEPATOCELLULAR|^|LIVER CANCER|^|LIVER CELL CARCINOMA|^|LCC|^|HEPATOMA
OMIM:309350	MELNICK NEEDLES SYNDROME|^|MNS	MELNICK NEEDLES OSTEODYSPLASTY|^|OSTEODYSPLASTY OF MELNICK AND NEEDLES
OMIM:175690	POLYSYNDACTYLY CROSSED	
OMIM:601308	MYELOID TUMOR SUPPRESSOR	MYELOID LEUKEMIA RELATED LOCUS|^|MLRL
OMIM:615924	ENCEPHALOPATHY PROGRESSIVE WITH OR WITHOUT LIPODYSTROPHY|^|PELD	
OMIM:167030	NEPHROLITHIASIS CALCIUM OXALATE	KIDNEY STONES|^|UROLITHIASIS CALCIUM OXALATE
OMIM:168500	PARIETAL FORAMINA|^|PFM	PARIETAL FORAMINA SYMMETRIC|^|FORAMINA PARIETALIA PERMAGNA|^|FPP|^|CATLIN MARKS|^|CRANIUM BIFIDUM OCCULTUM|^|CRANIUM BIFIDUM HEREDITARY
OMIM:615925	GROWTH HORMONE DEFICIENCY ISOLATED PARTIAL|^|GHDP	
OMIM:612335	SPASTIC PARAPLEGIA 38 AUTOSOMAL DOMINANT|^|SPG38	
OMIM:612336	THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY AUTOSOMAL DOMINANT|^|THPH5	
OMIM:612337	MENTAL RETARDATION AUTOSOMAL DOMINANT 22|^|MRD22	
OMIM:187500	TETRALOGY OF FALLOT|^|TOF	
OMIM:613310	EXUDATIVE VITREORETINOPATHY 5|^|EVR5	
OMIM:150270	LARYNGEAL ADDUCTOR PARALYSIS|^|LAP	VOCAL CORD DYSFUNCTION ADDUCTOR TYPE
OMIM:184850	STIFF PERSON SYNDROME|^|SPS	STIFF MAN SYNDROME|^|STIFF TRUNK SYNDROME
OMIM:613319	MIYOSHI MUSCULAR DYSTROPHY 3|^|MMD3	
OMIM:613318	MIYOSHI MUSCULAR DYSTROPHY 2|^|MMD2	
OMIM:163800	SICK SINUS SYNDROME 2 AUTOSOMAL DOMINANT|^|SSS2	
OMIM:192500	LONG QT SYNDROME 1|^|LQT1	
OMIM:272460	SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME|^|SCT	SPONDYLOCARPOTARSAL SYNDROME|^|SYNSPONDYLISM CONGENITAL|^|VERTEBRAL FUSION WITH CARPAL COALITION|^|SCOLIOSIS CONGENITAL WITH UNILATERAL UNSEGMENTED BAR
OMIM:608644	CILIARY DYSKINESIA PRIMARY 3|^|CILD3	
OMIM:276300	MISMATCH REPAIR CANCER SYNDROME|^|MMRCS	MISMATCH REPAIR DEFICIENCY|^|MMR DEFICIENCY|^|CHILDHOOD CANCER SYNDROME|^|BRAIN TUMOR POLYPOSIS SYNDROME 1|^|BTPS1|^|BTP1 SYNDROME|^|TURCOT SYNDROME|^|CONSTITUTIONAL MISMATCH REPAIR DEFICIENCY SYNDROME|^|CMMRDS
OMIM:271510	SPONDYLOEPIMETAPHYSEAL DYSPLASIA SPONASTRIME TYPE	SPONDYLAR AND NASAL ALTERATIONS WITH STRIATED METAPHYSES|^|SPONASTRIME DYSPLASIA|^|SHORT LIMB DWARFISM WITH SADDLE NOSE SPINAL ALTERATIONS AND METAPHYSEAL STRIATION
OMIM:600309	ATRIOVENTRICULAR SEPTAL DEFECT 3|^|AVSD3	
OMIM:607624	GRISCELLI SYNDROME TYPE 2|^|GS2	
OMIM:607625	NIEMANN PICK DISEASE TYPE C2|^|NPC2	
OMIM:607626	ICHTHYOSIS LEUKOCYTE VACUOLES ALOPECIA AND SCLEROSING CHOLANGITIS|^|ILVASC	ICHTHYOSIS SCLEROSING CHOLANGITIS SYNDROME|^|NEONATAL ICHTHYOSIS SCLEROSING CHOLANGITIS SYNDROME|^|NISCH SYNDROME
OMIM:607628	EPILEPSY IDIOPATHIC GENERALIZED SUSCEPTIBILITY TO 11|^|EIG11	
OMIM:112250	DIAPHYSEAL MEDULLARY STENOSIS WITH MALIGNANT FIBROUS HISTIOCYTOMA|^|DMSMFH	BONE DYSPLASIA WITH MEDULLARY FIBROSARCOMA|^|BDMF|^|BONE DYSPLASIA WITH MALIGNANT FIBROUS HISTIOCYTOMA|^|MYOPATHY LIMB GIRDLE WITH BONE FRAGILITY
OMIM:232220	GLYCOGEN STORAGE DISEASE Ib|^|GSD1B	GSD Ib|^|GLUCOSE 6 PHOSPHATE TRANSPORT DEFECT
OMIM:245349	PYRUVATE DEHYDROGENASE E3 BINDING PROTEIN DEFICIENCY|^|PDHXD	
OMIM:245348	PYRUVATE DEHYDROGENASE E2 DEFICIENCY|^|PDHDD	
OMIM:600165	NANOPHTHALMOS 1|^|NNO1	
OMIM:616737	TAKENOUCHI KOSAKI SYNDROME|^|TKS	MACROTHROMBOCYTOPENIA AND MENTAL RETARDATION SYNDROME
OMIM:245340	ERYTHROCYTE LACTATE TRANSPORTER DEFECT	LACTATE TRANSPORTER DEFECT MYOPATHY DUE TO
OMIM:259440	OSTEOGENESIS IMPERFECTA TYPE IX|^|OI9	
OMIM:616093	BLOOD GROUP ABO SYSTEM	
OMIM:173200	PITYRIASIS RUBRA PILARIS|^|PRP	
OMIM:166600	OSTEOPETROSIS AUTOSOMAL DOMINANT 2|^|OPTA2	
OMIM:113700	BREASTS AND OR NIPPLES APLASIA OR HYPOPLASIA OF 1|^|BNAH1	
OMIM:616451	SPASTIC PARAPLEGIA 74 AUTOSOMAL RECESSIVE|^|SPG74	
OMIM:607339	CORONARY HEART DISEASE SUSCEPTIBILITY TO 1	CHDS1
OMIM:616322	MYASTHENIC SYNDROME CONGENITAL 3B FAST CHANNEL|^|CMS3B	
OMIM:607330	LATHOSTEROLOSIS	STEROL C5 DESATURASE DEFICIENCY|^|SC5D DEFICIENCY
OMIM:191530	URATE BINDING GLOBULIN DECREASE IN	
OMIM:616455	ZIMMERMANN LABAND SYNDROME 2|^|ZLS2	
OMIM:606574	ALBINISM OCULOCUTANEOUS TYPE IV|^|OCA4	
OMIM:616457	CONGENITAL DISORDER OF GLYCOSYLATION TYPE Iz|^|CDG1Z	
OMIM:115700	CATARACT 4 MULTIPLE TYPES|^|CTRCT4	
OMIM:300219	MYOTUBULAR MYOPATHY WITH ABNORMAL GENITAL DEVELOPMENT	
OMIM:300218	MENTAL RETARDATION X LINKED SYNDROMIC 7|^|MRXS7	
OMIM:300211	EPISODIC MUSCLE WEAKNESS X LINKED|^|EMWX	
OMIM:300210	MENTAL RETARDATION X LINKED 58|^|MRX58	
OMIM:225500	ELLIS VAN CREVELD SYNDROME|^|EVC	
OMIM:300215	LISSENCEPHALY X LINKED 2|^|LISX2	
OMIM:269700	LIPODYSTROPHY CONGENITAL GENERALIZED TYPE 2|^|CGL2	
OMIM:266250	RADICULONEUROPATHY FATAL NEONATAL	
OMIM:129900	ECTRODACTYLY ECTODERMAL DYSPLASIA AND CLEFT LIP PALATE SYNDROME 1|^|EEC1	EEC|^|EEC SYNDROME 1
OMIM:611209	CONGENITAL DISORDER OF GLYCOSYLATION TYPE IIg|^|CDG2G	
OMIM:256710	ELEJALDE DISEASE	NEUROECTODERMAL MELANOLYSOSOMAL DISEASE
OMIM:300372	MENTAL RETARDATION X LINKED 42|^|MRX42	
OMIM:300373	OSTEOPATHIA STRIATA WITH CRANIAL SCLEROSIS|^|OSCS	HYPEROSTOSIS GENERALISATA WITH STRIATIONS
OMIM:300376	MUSCULAR DYSTROPHY BECKER TYPE|^|BMD	BECKER MUSCULAR DYSTROPHY|^|MUSCULAR DYSTROPHY PSEUDOHYPERTROPHIC PROGRESSIVE BECKER TYPE
OMIM:300378	RADIAL RAY DEFICIENCY X LINKED	RRDX
OMIM:194080	DENYS DRASH SYNDROME|^|DDS	DRASH SYNDROME|^|WILMS TUMOR AND PSEUDO OR TRUE HERMAPHRODITISM|^|NEPHROPATHY WILMS TUMOR AND GENITAL ANOMALIES
OMIM:312870	SIMPSON GOLABI BEHMEL SYNDROME TYPE 1|^|SGBS1	SGBS|^|BULLDOG SYNDROME|^|DYSPLASIA GIGANTISM SYNDROME X LINKED|^|DGSX|^|GOLABI ROSEN SYNDROME|^|SIMPSON DYSMORPHIA SYNDROME|^|SDYS
OMIM:144150	HYPERKERATOSIS LENTICULARIS PERSTANS|^|HLP	FLEGEL DISEASE
OMIM:609889	ALPHA BETA T CELL LYMPHOPENIA WITH GAMMA DELTA T CELL EXPANSION SEVERE CYTOMEGALOVIRUS INFECTION AND AUTOIMMUNITY	
OMIM:608390	MYOTONIA POTASSIUM AGGRAVATED	MYOTONIA FLUCTUANS|^|MYOTONIA PERMANENS|^|SODIUM CHANNEL MUSCLE DISEASE|^|MYOTONIA CONGENITA ACETAZOLAMIDE RESPONSIVE|^|MYOTONIA CONGENITA ATYPICAL
OMIM:615127	EPILEPSY FAMILIAL ADULT MYOCLONIC 4|^|FAME4	
OMIM:615120	MYASTHENIC SYNDROME CONGENITAL 8|^|CMS8	
OMIM:608393	MICROCEPHALY 6 PRIMARY AUTOSOMAL RECESSIVE|^|MCPH6	
OMIM:615122	LYMPHOPROLIFERATIVE SYNDROME 2|^|LPFS2	
OMIM:605552	ABDOMINAL OBESITY METABOLIC SYNDROME 1|^|AOMS1	
OMIM:264700	VITAMIN D HYDROXYLATION DEFICIENT RICKETS TYPE 1A|^|VDDR1A	VITAMIN D DEPENDENT RICKETS TYPE 1A|^|1 ALPHA 25 HYDROXYVITAMIN D3 DEFICIENCY SELECTIVE|^|25 HYDROXYCHOLECALCIFEROL 1 HYDROXYLASE DEFICIENCY|^|1 ALPHA HYDROXYLASE DEFICIENCY|^|VITAMIN D DEPENDENCY TYPE 1|^|VDD1|^|PSEUDOVITAMIN D DEFICIENCY RICKETS TYPE IA|^|PDDR1A|^|PDDR IA
OMIM:605074	RENAL CELL CARCINOMA PAPILLARY 1|^|RCCP1	
OMIM:609597	PARIETAL FORAMINA 2|^|PFM2	
OMIM:143870	HYPERCALCIURIA ABSORPTIVE 2|^|HCA2	HYPERCALCIURIA FAMILIAL IDIOPATHIC
OMIM:179800	RENAL TUBULAR ACIDOSIS DISTAL AUTOSOMAL DOMINANT	RTA DISTAL TYPE AUTOSOMAL DOMINANT|^|RENAL TUBULAR ACIDOSIS I|^|RTA CLASSIC TYPE|^|RTA GRADIENT TYPE
OMIM:613398	WARSAW BREAKAGE SYNDROME|^|WABS	
OMIM:128235	DYSTONIA 12|^|DYT12	
OMIM:128230	DYSTONIA DOPA RESPONSIVE|^|DRD	
OMIM:226730	EPIDERMOLYSIS BULLOSA JUNCTIONALIS WITH PYLORIC ATRESIA	EPIDERMOLYSIS BULLOSA JUNCTIONAL WITH PYLORIC ATRESIA|^|JUNCTIONAL EPIDERMOLYSIS BULLOSA WITH PYLORIC ATRESIA|^|JEB PA|^|EPIDERMOLYSIS BULLOSA JUNCTIONAL WITH PYLORIC ATRESIA AND APLASIA CUTIS CONGENITA|^|EB PA ACC|^|CARMI SYNDROME|^|APLASIA CUTIS CONGENITA WITH GASTROINTESTINAL ATRESIA
OMIM:111130	BLOOD GROUP LKE|^|LKE	BLOOD GROUP LUKE FORMERLY
OMIM:117360	SPINOCEREBELLAR ATAXIA 29|^|SCA29	
OMIM:131750	EPIDERMOLYSIS BULLOSA DYSTROPHICA AUTOSOMAL DOMINANT|^|DDEB	DYSTROPHIC EPIDERMOLYSIS BULLOSA AUTOSOMAL DOMINANT|^|EPIDERMOLYSIS BULLOSA DYSTROPHICA COCKAYNE TOURAINE TYPE|^|EBDCT|^|EPIDERMOLYSIS BULLOSA DYSTROPHICA PASINI TYPE|^|ALBOPAPULOID DOMINANT DYSTROPHIC EPIDERMOLYSIS BULLOSA|^|EBDD
OMIM:238700	HYPERLYSINEMIA TYPE I	LYSINE ALPHA KETOGLUTARATE REDUCTASE DEFICIENCY|^|ALPHA AMINOADIPIC SEMIALDEHYDE SYNTHASE DEFICIENCY|^|LYSINE INTOLERANCE|^|L LYSINE NAD OXIDO REDUCTASE DEFICIENCY
OMIM:109800	BLADDER CANCER	
OMIM:615438	INFANTILE LIVER FAILURE SYNDROME 1|^|ILFS1	
OMIM:615439	MACULAR DEGENERATION AGE RELATED 13|^|ARMD13	
OMIM:228930	FIBULAR APLASIA OR HYPOPLASIA FEMORAL BOWING AND POLY SYN AND OLIGODACTYLY	FUHRMANN SYNDROME
OMIM:615432	SPECIFIC LANGUAGE IMPAIRMENT 5|^|SLI5	
OMIM:615433	CHROMOSOME 3q13 31 DELETION SYNDROME	
OMIM:615431	MYOPIA 23 AUTOSOMAL RECESSIVE|^|MYP23	
OMIM:615436	AORTIC ANEURYSM FAMILIAL THORACIC 8|^|AAT8	
OMIM:615434	RETINITIS PIGMENTOSA WITH OR WITHOUT SITUS INVERSUS	
OMIM:223900	NEUROPATHY HEREDITARY SENSORY AND AUTONOMIC TYPE III|^|HSAN3	
OMIM:245570	EPILEPSY FOCAL WITH SPEECH DISORDER AND WITH OR WITHOUT MENTAL RETARDATION|^|FESD	APHASIA ACQUIRED WITH EPILEPSY
OMIM:612475	CHROMOSOME 1q21 1 DUPLICATION SYNDROME	
OMIM:612474	CHROMOSOME 1q21 1 DELETION SYNDROME 1 35 MB	
OMIM:607641	NEURONOPATHY DISTAL HEREDITARY MOTOR TYPE VIIB|^|HMN7B	HMN VIIB|^|NEUROPATHY DISTAL HEREDITARY MOTOR TYPE VIIB|^|DHMN7B|^|NEUROPATHY DISTAL HEREDITARY MOTOR WITH VOCAL CORD PARALYSIS TYPE VIIB|^|LOWER MOTOR NEURON DISEASE DYNACTIN TYPE
OMIM:313000	SPATIAL VISUALIZATION APTITUDE FOR	VISUOSPATIAL PERCEPTUAL ABILITIES|^|VSPA
OMIM:616470	ULLRICH CONGENITAL MUSCULAR DYSTROPHY 2|^|UCMD2	
OMIM:174400	POLYDACTYLY PREAXIAL I	THUMB POLYDACTYLY
OMIM:608244	OTOSCLEROSIS 3|^|OTSC3	
OMIM:613874	CARDIOMYOPATHY FAMILIAL HYPERTROPHIC 18|^|CMH18	
OMIM:613875	CARDIOMYOPATHY FAMILIAL HYPERTROPHIC 19|^|CMH19	
OMIM:613876	CARDIOMYOPATHY FAMILIAL HYPERTROPHIC 20|^|CMH20	
OMIM:613877	LIPODYSTROPHY FAMILIAL PARTIAL TYPE 4|^|FPLD4	
OMIM:613870	HIRSCHSPRUNG DISEASE CARDIAC DEFECTS AND AUTONOMIC DYSFUNCTION	
OMIM:613873	CARDIOMYOPATHY FAMILIAL HYPERTROPHIC 17|^|CMH17	
OMIM:601794	COLOBOMA OBESITY HYPOGENITALISM MENTAL RETARDATION SYNDROME	
OMIM:601820	HYPERINSULINEMIC HYPOGLYCEMIA FAMILIAL 2|^|HHF2	
OMIM:616313	MYASTHENIC SYNDROME CONGENITAL 2A SLOW CHANNEL|^|CMS2A	
OMIM:616311	MENTAL RETARDATION AUTOSOMAL DOMINANT 33|^|MRD33	
OMIM:616314	MYASTHENIC SYNDROME CONGENITAL 2C ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY|^|CMS2C	
OMIM:222765	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA TYPE 2|^|RCDP2	
OMIM:607432	LISSENCEPHALY 1|^|LIS1	
OMIM:159900	DYSTONIA 11 MYOCLONIC|^|DYT11	
OMIM:205400	TANGIER DISEASE|^|TGD	HIGH DENSITY LIPOPROTEIN DEFICIENCY TYPE 1|^|HDLDT1|^|HIGH DENSITY LIPOPROTEIN DEFICIENCY TANGIER TYPE|^|ANALPHALIPOPROTEINEMIA
OMIM:122100	CORNEAL DYSTROPHY MEESMANN|^|MECD	CORNEAL DYSTROPHY MEESMANN EPITHELIAL|^|CORNEAL DYSTROPHY JUVENILE EPITHELIAL OF MEESMANN
OMIM:122450	CORNEAL HYPESTHESIA FAMILIAL	TRIGEMINAL ANESTHESIA FAMILIAL
OMIM:125480	MAJOR AFFECTIVE DISORDER 1|^|MAFD1	MANIC DEPRESSIVE PSYCHOSIS|^|MD1|^|BIPOLAR AFFECTIVE DISORDER|^|BPAD|^|MANIC DEPRESSIVE PSYCHOSIS AUTOSOMAL
OMIM:237500	DUBIN JOHNSON SYNDROME|^|DJS	
OMIM:188800	TIBIAL TORSION BILATERAL MEDIAL	
OMIM:188550	THYROID CANCER NONMEDULLARY 1|^|NMTC1	
OMIM:611920	C REACTIVE PROTEIN SERUM LEVEL OF QUANTITATIVE TRAIT LOCUS 1|^|CRPQTL1	
OMIM:611926	IMMUNODEFICIENCY OVARIAN DYSGENESIS AND PULMONARY FIBROSIS	
OMIM:611431	LEGIUS SYNDROME	NEUROFIBROMATOSIS TYPE 1 LIKE SYNDROME|^|NFLS
OMIM:611928	PROSTATE CANCER HEREDITARY 13|^|HPC13	
OMIM:611929	CAMPTODACTYLY SYNDROME GUADALAJARA TYPE III	
OMIM:613690	CARDIOMYOPATHY FAMILIAL HYPERTROPHIC 7|^|CMH7	
OMIM:613693	LONG QT SYNDROME 6|^|LQT6	
OMIM:613694	CARDIOMYOPATHY DILATED 1U|^|CMD1U	
OMIM:613695	LONG QT SYNDROME 5|^|LQT5	
OMIM:613697	CARDIOMYOPATHY DILATED 1V|^|CMD1V	
OMIM:153880	MACULAR DYSTROPHY DOMINANT CYSTOID|^|DCMD	CYSTOID MACULAR DYSTROPHY|^|CYMD|^|MACULAR EDEMA CYSTOID|^|MDDC
OMIM:606217	ATRIOVENTRICULAR SEPTAL DEFECT SUSCEPTIBILITY TO 2|^|AVSD2	
OMIM:606215	ATRIOVENTRICULAR SEPTAL DEFECT|^|AVSD	
OMIM:606744	SECKEL SYNDROME 2|^|SCKL2	
OMIM:108980	PR INTERVAL VARIATION IN	ATRIOVENTRICULAR CONDUCTION TIME VARIATION IN
OMIM:108985	SVEINSSON CHORIORETINAL ATROPHY|^|SCRA	ATROPHIA AREATA|^|AA|^|PERIPAPILLARY CHORIORETINAL DEGENERATION ICELANDIC TYPE|^|HELICOIDAL PERIPAPILLARY CHORIORETINAL DEGENERATION|^|HPCD
OMIM:108760	ATRESIA OF EXTERNAL AUDITORY CANAL AND CONDUCTIVE DEAFNESS	
OMIM:149200	KNUCKLE PADS LEUKONYCHIA AND SENSORINEURAL DEAFNESS	BART PUMPHREY SYNDROME
OMIM:212200	CARNOSINEMIA	CARNOSINASE DEFICIENCY
OMIM:142395	HEPATITIS B VACCINE RESPONSE TO	HBV VACCINE RESPONSE TO
OMIM:131960	EPIDERMOLYSIS BULLOSA SIMPLEX WITH MOTTLED PIGMENTATION|^|EBSMP	SPECKLED HYPERPIGMENTATION WITH PUNCTATE PALMOPLANTAR KERATOSES AND CHILDHOOD BLISTERING
OMIM:250950	3 METHYLGLUTACONIC ACIDURIA TYPE I|^|MGCA1	
OMIM:162700	NEUTROPENIA CHRONIC FAMILIAL	LEUKOPENIA BENIGN FAMILIAL
OMIM:226500	EPIDERMOLYSIS BULLOSA DYSTROPHICA NEUROTROPHICA	EPIDERMOLYSIS BULLOSA WITH CONGENITAL DEAFNESS|^|EPIDERMOLYSIS BULLOSA PROGRESSIVA RECESSIVE|^|EBR3
OMIM:173540	PLATELET GROUPS Pl E SYSTEM	
OMIM:311510	WAISMAN SYNDROME|^|WSMN	PARKINSONISM EARLY ONSET WITH MENTAL RETARDATION|^|BASAL GANGLION DISORDER WITH MENTAL RETARDATION|^|BGMR|^|WSN
OMIM:137575	GIGANTIFORM CEMENTOMA FAMILIAL	CEMENTOMAS FAMILIAL MULTIPLE|^|CEMENTAL DYSPLASIA PERIAPICAL
OMIM:611694	DYSTONIA WITH CEREBELLAR ATROPHY|^|DYTCA	
OMIM:131500	EPICANTHUS	
OMIM:608742	HYPERTENSION ESSENTIAL SUSCEPTIBILITY TO 4	HYT4
OMIM:153400	LYMPHEDEMA DISTICHIASIS SYNDROME	LYMPHEDEMA WITH DISTICHIASIS
OMIM:608747	INSULIN LIKE GROWTH FACTOR I DEFICIENCY	IGF1 DEFICIENCY|^|GROWTH RETARDATION WITH SENSORINEURAL DEAFNESS AND MENTAL RETARDATION
OMIM:602668	MYOTONIC DYSTROPHY 2|^|DM2	
OMIM:615330	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 3|^|MMDS3	
OMIM:606966	NEPHRONOPHTHISIS 4|^|NPHP4	
OMIM:606960	INSULINOMA TUMOR SUPPRESSOR GENE LOCUS	
OMIM:606963	PULMONARY DISEASE CHRONIC OBSTRUCTIVE|^|COPD	
OMIM:248000	MACROCEPHALY MEGALENCEPHALY SYNDROME AUTOSOMAL RECESSIVE|^|MGCPH	
OMIM:605249	SEBASTIAN SYNDROME|^|SBS	SEBASTIAN PLATELET SYNDROME|^|MACROTHROMBOCYTOPENIA WITH DISPERSED LEUKOCYTIC INCLUSIONS
OMIM:609299	PROSTATE CANCER HEREDITARY 5	HPC5
OMIM:605244	CARNEY COMPLEX TYPE 2|^|CNC2	CARNEY MYXOMA ENDOCRINE COMPLEX TYPE 2
OMIM:609296	B CELL IMMUNODEFICIENCY DISTAL LIMB ANOMALIES AND UROGENITAL MALFORMATIONS	BILU SYNDROME|^|HOFFMAN SYNDROME
OMIM:609923	RETINITIS PIGMENTOSA 31|^|RP31	
OMIM:609924	AMINOACYLASE 1 DEFICIENCY|^|ACY1D	
OMIM:614422	CATARACT 37|^|CTRCT37	
OMIM:614420	SYSTEMIC LUPUS ERYTHEMATOSUS 16|^|SLEB16	
OMIM:614424	JOUBERT SYNDROME 14|^|JBTS14	
OMIM:608526	PERIODONTITIS AGGRESSIVE 2	
OMIM:614429	VENTRICULAR SEPTAL DEFECT 1|^|VSD1	
OMIM:608520	MAJOR DEPRESSIVE DISORDER 1	MDD1|^|UNIPOLAR DEPRESSION 1
OMIM:300100	ADRENOLEUKODYSTROPHY|^|ALD	ADDISON DISEASE AND CEREBRAL SCLEROSIS|^|SIEMERLING CREUTZFELDT DISEASE|^|BRONZE SCHILDER DISEASE|^|MELANODERMIC LEUKODYSTROPHY
OMIM:616025	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 5|^|HPMRS5	
OMIM:127550	DYSKERATOSIS CONGENITA AUTOSOMAL DOMINANT 1|^|DKCA1	
OMIM:616026	FANCONI RENOTUBULAR SYNDROME 4 WITH MATURITY ONSET DIABETES OF THE YOUNG|^|FRTS4	
